Date,Open,High,Low,Close,Volume,Adj Close
2015-03-31,207.259995,208.100006,206.360001,206.429993,126768700,198.888203
2015-03-30,206.979996,208.610001,206.960007,208.25,96180400,200.641718
2015-03-27,205.130005,205.949997,204.899994,205.740005,118939000,198.223424
2015-03-26,204.960007,206.369995,204.119995,205.270004,153067200,197.770594
2015-03-25,209.070007,209.350006,205.710007,205.759995,159521700,198.242683
2015-03-24,209.850006,210.399994,208.740005,208.820007,77805300,201.1909
2015-03-23,210.419998,211.110001,210.00,210.00,71784500,202.327783
2015-03-20,209.710007,211.020004,209.490005,210.410004,177715100,202.722807
2015-03-19,209.960007,210.470001,209.029999,209.50,117917300,200.949071
2015-03-18,207.389999,211.270004,206.619995,210.460007,228808500,201.869894
2015-03-17,207.690002,208.419998,206.979996,207.960007,94510400,199.471934
2015-03-16,206.710007,208.690002,205.860001,208.580002,136099200,200.066623
2015-03-13,206.770004,207.929993,204.580002,205.830002,162410900,197.428867
2015-03-12,205.259995,207.179993,205.199997,207.100006,93993500,198.647035
2015-03-11,205.289993,205.50,204.399994,204.50,110145700,196.153151
2015-03-10,206.710007,206.809998,204.929993,204.979996,157121300,196.613555
2015-03-09,207.740005,208.789993,207.550003,208.360001,89818900,199.855602
2015-03-06,209.419998,209.940002,207.100006,207.50,188128000,199.030703
2015-03-05,210.619995,210.800003,209.850006,210.460007,76873000,201.869894
2015-03-04,210.399994,210.490005,209.059998,210.229996,114497200,201.649271
2015-03-03,211.470001,212.050003,210.080002,211.119995,110325800,202.502945
2015-03-02,210.779999,212.059998,210.720001,211.990005,87491400,203.337445
2015-02-27,211.259995,211.580002,210.600006,210.660004,108076000,202.061728
2015-02-26,211.520004,211.710007,210.649994,211.380005,72697900,202.752342
2015-02-25,211.660004,212.240005,211.220001,211.630005,73061700,202.992138
2015-02-24,211.119995,212.050003,210.759995,211.809998,72472300,203.164784
2015-02-23,210.940002,211.210007,210.479996,211.210007,74411100,202.589282
2015-02-20,209.479996,211.330002,208.729996,211.240005,140896400,202.618057
2015-02-19,209.410004,210.419998,209.240005,209.979996,91462500,201.409475
2015-02-18,209.660004,210.220001,209.339996,210.130005,80652900,201.553362
2015-02-17,209.399994,210.320007,209.100006,210.110001,76968200,201.534174
2015-02-13,209.070007,209.839996,208.759995,209.779999,93670400,201.217641
2015-02-12,207.889999,208.990005,206.970001,208.919998,97545900,200.392743
2015-02-11,206.610001,207.449997,205.830002,206.929993,91087800,198.483961
2015-02-10,205.880005,207.119995,204.679993,206.809998,96164200,198.368863
2015-02-09,204.770004,205.639999,204.139999,204.630005,87219000,196.277849
2015-02-06,206.559998,207.240005,204.919998,205.550003,125672000,197.160297
2015-02-05,204.860001,206.300003,204.770004,206.119995,97953200,197.707024
2015-02-04,203.919998,205.380005,203.509995,204.059998,134306700,195.731107
2015-02-03,203.00,204.850006,202.550003,204.839996,124212900,196.47927
2015-02-02,200.050003,202.029999,197.860001,201.919998,163107000,193.678454
2015-01-30,200.570007,202.169998,199.130005,199.449997,197729700,191.309268
2015-01-29,200.380005,202.300003,198.679993,201.990005,173585400,193.745604
2015-01-28,204.169998,204.289993,199.910004,200.139999,168514300,191.971107
2015-01-27,202.970001,204.119995,201.740005,202.740005,134044600,194.464992
2015-01-26,204.710007,205.559998,203.850006,205.449997,92009700,197.064373
2015-01-23,205.789993,206.100006,204.809998,204.970001,117516800,196.603968
2015-01-22,203.990005,206.259995,202.330002,206.100006,174356000,197.687851
2015-01-21,201.50,203.660004,200.940002,203.080002,122942700,194.791111
2015-01-20,202.399994,202.720001,200.169998,202.059998,130991100,193.812739
2015-01-16,198.770004,201.820007,198.550003,201.630005,211879600,193.400297
2015-01-15,201.630005,202.009995,198.880005,199.020004,176613900,190.896826
2015-01-14,199.649994,201.100006,198.570007,200.860001,192991100,192.661721
2015-01-13,204.119995,205.479996,200.509995,202.080002,214553300,193.831927
2015-01-12,204.410004,204.600006,201.919998,202.649994,144396100,194.378654
2015-01-09,206.399994,206.419998,203.509995,204.25,158567300,195.913355
2015-01-08,204.009995,206.160004,203.990005,205.899994,147217800,197.496002
2015-01-07,201.419998,202.720001,200.880005,202.309998,125346700,194.052535
2015-01-06,202.089996,202.720001,198.860001,199.820007,209151400,191.664176
2015-01-05,204.169998,204.369995,201.350006,201.720001,169632600,193.48662
2015-01-02,206.380005,206.880005,204.179993,205.429993,121465900,197.045185
2014-12-31,207.990005,208.190002,205.389999,205.539993,130333800,197.150696
2014-12-30,208.210007,208.369995,207.509995,207.600006,73540800,199.126627
2014-12-29,208.220001,208.970001,208.139999,208.720001,79643900,200.200909
2014-12-26,208.309998,208.850006,208.25,208.440002,57326700,199.932338
2014-12-24,208.020004,208.339996,207.720001,207.770004,42963400,199.289687
2014-12-23,208.169998,208.229996,207.399994,207.75,122167900,199.270499
2014-12-22,206.75,207.470001,206.460007,207.470001,148318900,199.001929
2014-12-19,206.429993,207.330002,205.610001,206.520004,245084600,198.090707
2014-12-18,204.740005,212.970001,203.919998,206.779999,257633900,197.251418
2014-12-17,198.440002,202.339996,198.289993,201.789993,253910100,192.491355
2014-12-16,198.580002,202.399994,197.860001,197.910004,259543800,188.790159
2014-12-15,201.979996,202.529999,198.779999,199.509995,189965800,190.316421
2014-12-12,202.639999,203.820007,200.850006,200.889999,202330200,191.632834
2014-12-11,203.880005,206.190002,203.710007,204.190002,159012800,194.78077
2014-12-10,205.910004,205.979996,202.929993,203.160004,159856400,193.798235
2014-12-09,204.369995,206.600006,203.910004,206.470001,125180100,196.955705
2014-12-08,207.520004,208.119995,205.929993,206.610001,108588200,197.089253
2014-12-05,207.869995,208.470001,207.550003,208.00,91025500,198.4152
2014-12-04,207.539993,208.270004,206.699997,207.660004,91316600,198.090871
2014-12-03,207.300003,208.149994,207.100006,207.889999,68952000,198.310269
2014-12-02,205.809998,207.339996,205.779999,207.089996,74507200,197.54713
2014-12-01,206.399994,206.539993,205.380005,205.759995,103968400,196.278416
2014-11-28,207.490005,207.869995,206.910004,207.199997,57890100,197.652062
2014-11-26,207.289993,207.759995,207.029999,207.639999,62167800,198.071789
2014-11-25,207.539993,207.789993,206.800003,207.110001,79108300,197.566213
2014-11-24,207.169998,207.389999,206.910004,207.259995,65880800,197.709295
2014-11-21,207.639999,207.839996,205.979996,206.679993,142327300,197.15602
2014-11-20,204.259995,205.710007,204.179993,205.580002,72840300,196.106717
2014-11-19,205.309998,205.550003,204.300003,205.220001,82373000,195.763306
2014-11-18,204.440002,205.919998,204.440002,205.550003,76068100,196.078101
2014-11-17,203.850006,204.580002,203.649994,204.369995,80441000,194.952469
2014-11-14,204.100006,204.490005,203.720001,204.240005,80417500,194.828469
2014-11-13,204.160004,204.830002,203.210007,204.190002,85357900,194.78077
2014-11-12,203.350006,204.240005,203.309998,203.960007,90120300,194.561373
2014-11-11,204.059998,204.309998,203.649994,204.179993,54499400,194.771222
2014-11-10,203.380005,204.039993,203.130005,203.979996,66319000,194.580441
2014-11-07,203.169998,203.600006,202.610001,203.339996,89540000,193.969933
2014-11-06,202.389999,203.259995,201.639999,203.149994,107089000,193.788686
2014-11-05,202.539993,202.589996,201.449997,202.339996,91709000,193.016014
2014-11-04,201.229996,201.600006,200.059998,201.070007,93343000,191.804547
2014-11-03,201.919998,202.449997,201.309998,201.770004,93600000,192.472287
2014-10-31,201.779999,201.820007,200.770004,201.660004,146903000,192.367356
2014-10-30,197.580002,199.949997,197.399994,199.380005,113330000,190.192421
2014-10-29,198.550003,199.119995,196.800003,198.110001,142557000,188.98094
2014-10-28,196.820007,198.419998,196.729996,198.410004,106736000,189.267118
2014-10-27,195.729996,196.449997,195.029999,196.160004,82954000,187.1208
2014-10-24,195.25,196.490005,194.490005,196.429993,117927000,187.378348
2014-10-23,194.619995,196.199997,194.259995,194.929993,154944000,185.947469
2014-10-22,194.410004,194.910004,192.610001,192.690002,151822000,183.810699
2014-10-21,191.679993,194.199997,191.479996,194.070007,154949000,185.127112
2014-10-20,188.130005,190.449997,188.070007,190.300003,130011000,181.530833
2014-10-17,188.419998,189.75,187.619995,188.470001,214625000,179.785159
2014-10-16,183.059998,187.580002,182.889999,186.270004,270391000,177.686539
2014-10-15,185.160004,187.690002,181.919998,186.429993,380715000,177.839155
2014-10-14,188.419998,189.820007,187.039993,187.699997,215847000,179.050637
2014-10-13,190.460007,191.149994,187.300003,187.410004,230939000,178.774007
2014-10-10,192.690002,193.649994,190.490005,190.539993,221909000,181.759764
2014-10-09,196.330002,196.600006,192.580002,192.740005,210705000,183.858398
2014-10-08,193.369995,196.919998,192.360001,196.639999,186461000,187.578677
2014-10-07,195.279999,195.720001,193.220001,193.259995,147913000,184.354426
2014-10-06,197.339996,197.600006,195.580002,196.289993,104778000,187.2448
2014-10-03,195.679993,196.940002,195.080002,196.520004,121569000,187.464212
2014-10-02,194.179993,195.059998,192.350006,194.380005,157285000,185.422825
2014-10-01,196.699997,196.770004,193.910004,194.350006,177798000,185.394209
2014-09-30,197.690002,198.300003,196.610001,197.020004,131302000,187.941171
2014-09-29,196.199997,197.889999,196.050003,197.539993,95112000,188.437199
2014-09-26,196.699997,198.389999,196.419998,197.899994,103547000,188.78061
2014-09-25,199.039993,199.050003,196.270004,196.339996,150300000,187.292498
2014-09-24,198.039993,199.690002,197.520004,199.559998,107276000,190.36412
2014-09-23,198.429993,199.259995,197.949997,198.009995,111393000,188.885542
2014-09-22,200.350006,200.380005,198.729996,199.149994,125553000,189.973009
2014-09-19,201.520004,201.899994,200.289993,200.699997,121649000,191.451587
2014-09-18,201.360001,201.850006,201.100006,201.820007,94990000,191.624252
2014-09-17,200.770004,201.679993,199.75,200.75,151266000,190.608301
2014-09-16,198.610001,200.839996,198.50,200.479996,116201000,190.351937
2014-09-15,199.160004,199.320007,198.380005,198.979996,76401000,188.927716
2014-09-12,200.100006,200.119995,198.559998,199.130005,117409300,189.070146
2014-09-11,199.270004,200.330002,199.119995,200.300003,66774400,190.181037
2014-09-10,199.429993,200.199997,198.770004,200.070007,67251000,189.962661
2014-09-09,200.410004,200.550003,198.910004,199.320007,88591000,189.25055
2014-09-08,200.919998,201.210007,200.00,200.589996,64146000,190.45638
2014-09-05,200.169998,201.190002,199.410004,201.110001,102177000,190.950115
2014-09-04,200.839996,201.580002,199.660004,200.210007,85236000,190.095588
2014-09-03,201.380005,201.410004,200.220001,200.50,57462000,190.370931
2014-09-02,200.970001,201.00,199.860001,200.610001,72426000,190.475374
2014-08-29,200.449997,200.729996,199.820007,200.710007,65907000,190.570328
2014-08-28,199.589996,200.270004,199.389999,200.139999,58330000,190.029117
2014-08-27,200.429993,200.570007,199.940002,200.25,47874000,190.13356
2014-08-26,200.330002,200.820007,200.279999,200.330002,47298000,190.209521
2014-08-25,200.139999,200.589996,199.149994,200.199997,63855000,190.086083
2014-08-22,199.339996,199.690002,198.740005,199.190002,76107000,189.127113
2014-08-21,199.089996,199.759995,198.929993,199.50,67791000,189.42145
2014-08-20,198.119995,199.160004,198.080002,198.919998,72763000,188.870749
2014-08-19,197.839996,198.539993,197.440002,198.389999,59135000,188.367525
2014-08-18,196.800003,197.449997,196.690002,197.360001,75424000,187.389561
2014-08-15,196.470001,196.649994,194.309998,195.720001,139951000,185.832413
2014-08-14,195.160004,195.759995,194.979996,195.759995,57371000,185.870386
2014-08-13,194.289993,195.059998,193.960007,194.839996,69047000,184.996865
2014-08-12,193.610001,194.149994,192.940002,193.529999,73632000,183.753047
2014-08-11,193.970001,194.660004,193.710007,193.800003,74544000,184.009411
2014-08-08,191.460007,193.369995,190.949997,193.240005,117014000,183.477704
2014-08-07,192.940002,193.130005,190.550003,191.029999,135733000,181.379345
2014-08-06,191.110001,192.889999,191.080002,192.070007,94818000,182.366813
2014-08-05,193.100006,193.600006,191.309998,192.009995,152690000,182.309832
2014-08-04,192.869995,194.300003,192.050003,193.889999,91340000,184.094861
2014-08-01,192.559998,193.759995,191.570007,192.50,189261000,182.775083
2014-07-31,195.610001,195.779999,192.970001,193.089996,183479000,183.335273
2014-07-30,197.649994,197.910004,196.160004,196.979996,104222000,187.028754
2014-07-29,198.169998,198.449997,196.919998,196.949997,80466000,187.00027
2014-07-28,197.759995,198.089996,196.619995,197.800003,69259000,187.807335
2014-07-25,198.089996,198.259995,197.330002,197.720001,76837000,187.731375
2014-07-24,198.830002,199.059998,198.449997,198.649994,56888000,188.614385
2014-07-23,198.50,198.850006,198.100006,198.639999,65612000,188.604895
2014-07-22,198.009995,198.559998,197.869995,198.199997,67678000,188.187122
2014-07-21,197.089996,197.50,196.429993,197.339996,67592000,187.370567
2014-07-18,196.350006,197.910004,196.240005,197.710007,124330000,187.721885
2014-07-17,197.350006,198.100006,195.429993,195.710007,145398000,185.822923
2014-07-16,198.110001,198.259995,197.419998,197.960007,79986400,187.959255
2014-07-15,197.720001,198.100006,196.360001,197.229996,111307000,187.266124
2014-07-14,197.610001,197.860001,197.440002,197.600006,58658000,187.617442
2014-07-11,196.220001,196.75,195.779999,196.610001,64243000,186.67745
2014-07-10,195.220001,196.860001,195.059998,196.339996,99040000,186.421086
2014-07-09,196.729996,197.300003,196.309998,197.119995,72992000,187.16168
2014-07-08,197.149994,197.220001,195.759995,196.240005,108143000,186.326147
2014-07-07,197.820007,197.979996,197.220001,197.509995,61696000,187.531977
2014-07-03,197.789993,198.289993,197.639999,198.199997,52938800,188.187122
2014-07-02,197.050003,197.479996,196.960007,197.229996,52475000,187.266124
2014-07-01,196.199997,197.630005,196.130005,197.029999,90470000,187.076231
2014-06-30,195.699997,196.169998,195.529999,195.720001,70201200,185.832413
2014-06-27,194.979996,195.880005,194.889999,195.820007,71445100,185.927367
2014-06-26,195.610001,195.630005,194.130005,195.440002,84312000,185.566559
2014-06-25,194.289993,195.779999,194.25,195.580002,82782000,185.699486
2014-06-24,195.529999,196.50,194.479996,194.699997,96237000,184.863938
2014-06-23,195.990005,196.050003,195.520004,195.880005,70611000,185.984333
2014-06-20,196.029999,196.100006,195.699997,195.940002,100587000,186.0413
2014-06-19,196.429993,196.600006,195.800003,196.479996,85929000,185.664354
2014-06-18,194.830002,196.369995,194.399994,196.259995,105267000,185.456464
2014-06-17,194.020004,194.970001,193.809998,194.830002,84834000,184.105188
2014-06-16,193.889999,194.699997,193.660004,194.289993,87424000,183.594905
2014-06-13,193.919998,194.320007,193.300003,194.130005,82017000,183.443724
2014-06-12,194.690002,194.800003,193.110001,193.539993,106350000,182.88619
2014-06-11,194.899994,195.119995,194.479996,194.919998,68772000,184.19023
2014-06-10,195.339996,195.639999,194.919998,195.600006,57129000,184.832806
2014-06-09,195.350006,196.050003,195.169998,195.580002,65119000,184.813903
2014-06-06,194.869995,195.429993,194.779999,195.380005,78696000,184.624915
2014-06-05,193.410004,194.649994,192.699997,194.449997,92103000,183.746101
2014-06-04,192.470001,193.300003,192.270004,193.190002,55529000,182.555466
2014-06-03,192.429993,192.899994,192.25,192.800003,65047000,182.186934
2014-06-02,192.949997,192.990005,191.970001,192.899994,64656000,182.281421
2014-05-30,192.190002,192.800003,192.029999,192.679993,76316000,182.07353
2014-05-29,191.820007,192.399994,191.330002,192.369995,64377000,181.780597
2014-05-28,191.520004,191.820007,191.059998,191.380005,66723000,180.845103
2014-05-27,191.059998,191.580002,190.949997,191.520004,72010000,180.977396
